Puesto,Ciudad,Índice de Calidad de Vida,Índice de Poder Adquisitivo,Índice de Seguridad,Índice de Sanidad,Índice de Costo de Vida,Relación Precio/Ingresos para Propiedades,Índice de Tiempo de Desplazamiento en Tráfico,Índice de Contaminación,Índice de Clima,Año
,"Filadelfia, Pensilvania, Estados Unidos",15112,11561,3762,6938,7919,396,4026,5349,7798,2022
,"Cluj-Napoca, Rumania",15039,5312,7825,6369,4016,1233,2924,4392,7435,2022
,"Regina, Canadá",15035,10402,4667,6691,6944,400,1720,3986,1428,2022
,"Split, Croacia",14995,4248,6512,6468,5159,2022,1687,3561,9626,2022
,"Lyon, Francia",14916,8265,5028,7828,7721,911,3592,5260,8851,2022
,"Mánchester, Reino Unido",14858,9133,4397,7862,7314,735,4079,5296,8695,2022
,"Riad, Arabia Saudita",14826,9273,7351,6455,5385,278,3001,6458,4445,2022
,"Bratislava, Eslovaquia",14756,6263,6971,5750,4944,1456,3116,4075,8072,2022
,"Limasol, Chipre",14752,5584,6737,4969,6526,807,2014,5343,9574,2022
,"Birmingham, Reino Unido",14734,8178,3847,7348,6725,777,3313,4824,8766,2022
,"Ciudad del Cabo, Sudáfrica",14698,7583,2660,7035,4098,583,4309,3907,9819,2022
,"Winnipeg, Canadá",14693,10159,4218,6916,7033,354,3146,3657,2467,2022
,"Riga, Letonia",14662,5282,6222,6122,5154,879,3215,3749,7470,2022
,"Haifa, Israel",14632,7761,7254,7427,8744,844,2970,7479,9357,2022
,"Tel Aviv-Yafo, Israel",14614,7022,7381,7461,9449,2071,3699,4701,9388,2022
,"Manama, Baréin",14468,6259,7892,6642,5430,619,3075,6124,6431,2022
,"Jeddah (Jiddah), Arabia Saudita",14318,7608,7101,5872,5257,324,2871,6818,6617,2022
,"Dublín, Irlanda",14263,8182,4830,5161,7905,811,4041,4095,8589,2022
,"Bruselas, Bélgica",14244,8704,4827,7457,7439,693,3700,6213,8385,2022
,"Los Angeles, California, Estados Unidos",14204,12612,5025,6143,7919,643,6107,6759,9550,2022
,"Génova, Italia",14197,5157,5840,7155,7279,825,3504,5263,9500,2022
,"Hamilton, Canadá",14168,8635,4584,8064,6695,867,3303,5477,6106,2022
,"Gdansk, Polonia",14149,6436,6795,5044,4132,1273,2953,4792,7551,2022
,"Taipéi, Taiwán",14113,5933,8568,8742,6580,3160,3390,5011,8438,2022
,"Islamabad, Pakistán",14077,2952,7073,6381,2150,1008,3505,4171,7691,2022
,"Barcelona, España",14061,7083,5190,7764,6115,1144,3009,6605,9573,2022
,"Bolonia, Italia",13941,5889,5423,7917,6979,1093,3266,5710,8812,2022
,"Brasilia, Brasil",13907,4354,3977,5117,3684,1120,2974,3289,9897,2022
,"Poznan, Polonia",13884,5832,7251,5418,4072,1066,3048,5736,7741,2022
,"Thiruvananthapuram, India",13881,7373,6033,6081,2175,552,4238,5682,6478,2022
,"Durban, Sudáfrica",13854,7388,1940,5771,4033,320,2611,5307,9561,2022
,"Nizhni Nóvgorod, Rusia",13809,3495,6830,7427,3389,1378,2925,3469,4551,2022
,"Nueva York, Nueva York, Estados Unidos",13797,10000,5293,6238,10000,994,4277,5802,7966,2022
,"Nicosia, Chipre",13787,6028,6734,5072,6453,601,2525,6567,8601,2022
,"Esmirna, Turquía",13736,3518,6996,7291,2837,1036,4036,5966,9688,2022
,"Curitiba, Brasil",13726,3228,3771,6629,3181,1397,3224,3143,9960,2022
,"Sarja, Emiratos Árabes Unidos",13638,5671,8583,6116,4903,383,5474,4804,4335,2022
,"Pretoria, Sudáfrica",13602,8726,1798,6648,4276,208,4551,5594,9583,2022
,"Varsovia, Polonia",13518,6604,7384,5939,4394,1476,3520,6004,7461,2022
,"Breslavia, Polonia",13488,5989,7189,5689,4112,1194,3384,6140,7839,2022
,"Novi Sad, Serbia",13403,4273,5906,5073,3744,1516,1636,5071,8402,2022
,"Varna, Bulgaria",13319,4629,6289,6179,3914,862,3085,6282,8508,2022
,"lódz, Polonia",13311,5776,5795,5745,3794,1077,3486,5345,7702,2022
,"Detroit, Michigan, Estados Unidos",13298,11005,2519,6239,7068,139,4509,5940,6603,2022
,"Londres, Reino Unido",13283,8879,4675,7062,8562,1450,4372,5822,8825,2022
,"Cracovia (Cracovia), Polonia",13272,6710,7242,5931,4130,1226,3081,7032,7386,2022
,"Turín, Italia",13199,6723,5013,6691,6519,729,2952,7008,8566,2022
,"Bangalore, India",12882,10264,4482,6523,2820,570,5264,8354,8939,2022
,"Iasi, Rumania",12852,4406,7051,5633,3713,1157,3426,5824,7304,2022
,"Ankara, Turquía",12817,3907,6026,6910,2717,1106,3644,6560,9149,2022
,"Lviv, Ucrania",12746,3830,6041,5960,2967,1147,3294,5131,6961,2022
,"San Juan, Puerto Rico",12622,6670,3116,6345,7014,554,3746,5083,7125,2022
,"Campinas, Brasil",12534,3154,3350,6098,3976,1175,2796,4750,9887,2022
,"Budapest, Hungría",12515,5266,6460,5118,4613,1463,3897,5414,7841,2022
,"Sofía, Bulgaria",12466,5531,5748,5748,4224,902,3070,6892,7601,2022
,"Johannesburgo, Sudáfrica",12460,7215,1927,6054,4487,299,4068,6114,9138,2022
,"París, Francia",12421,8020,4504,7964,8435,1915,4252,6431,8839,2022
,"Chiang Mai, Tailandia",12413,2988,7669,8381,4222,1659,2575,7697,7593,2022
,"Coimbatore, India",12323,4073,6004,7076,2345,925,4750,6310,7810,2022
,"Medellín, Colombia",12294,3278,4801,7705,2881,1374,3918,6307,9976,2022
,"Guadalajara, México",12289,3599,3823,7995,3405,822,4072,6234,9283,2022
,"Astana (Nur-Sultan), Kazajistán",12266,4100,6681,6728,3030,794,3186,5136,2126,2022
,"Monterrey, México",12244,4298,5256,6872,3846,917,3130,6998,8037,2022
,"Seúl, Corea del Sur",12219,7450,7423,8233,7866,3232,4222,5875,6839,2022
,"Milán, Italia",12074,5396,5544,7200,7480,1638,3650,6695,8812,2022
,"Florianópolis, Brasil",12062,2931,4821,5892,3439,1783,4659,3982,9700,2022
,"Ereván, Armenia",12040,2973,7799,5694,3401,1711,3182,5698,6342,2022
,"Bucarest, Rumania",11928,5315,7206,5488,4010,1014,4127,7557,7561,2022
,"Sarajevo, Bosnia y Herzegovina",11910,4373,5551,5777,3842,1174,2863,6812,7818,2022
,"Montevideo, Uruguay",11821,3079,4562,6828,5200,2033,3784,4868,9804,2022
,"Pune, India",11818,5368,5842,6624,2757,1205,4347,7085,7432,2022
,"Atenas, Grecia",11755,4003,4411,5666,5897,1178,3808,5729,9518,2022
,"San José, Costa Rica",11660,4286,4463,6249,4765,961,6402,5195,9948,2022
,"Chisináu, Moldavia",11633,3438,5520,4947,3182,1046,2755,6455,7691,2022
,"Salónica, Grecia",11614,3791,4625,5621,5840,1118,2919,6372,8839,2022
,"Hyderabad, India",11528,5121,5604,6495,2661,871,4280,7641,7354,2022
,"Tiflis, Georgia",11440,2947,7493,5373,3095,1363,3757,7336,8420,2022
,"Amán, Jordania",11305,2951,6199,6567,5218,883,4239,7568,8905,2022
,"Kiev (Kiev), Ucrania",11276,4816,5455,5703,3411,1143,4296,6538,6995,2022
,"Ciudad de Kuwait, Kuwait",11225,6884,6920,5962,4800,1575,3211,6581,2022,2022
,"Ahmedabad, India",11138,3911,6743,6643,2601,1048,3820,7319,4927,2022
,"Kuala Lumpur, Malasia",11132,6404,3615,6776,3925,912,4178,6659,5655,2022
,"Porto Alegre, Brasil",11106,3124,2644,6330,3233,1605,3198,5643,9874,2022
,"Roma, Italia",11032,5133,4685,6046,7100,1709,4136,6627,9370,2022
,"Quito, Ecuador",10999,2969,3928,6856,4048,1275,4214,6610,9897,2022
,"Járkov, Ucrania",10993,3398,5146,4775,3046,1054,3782,5667,6535,2022
,"Belgrado, Serbia",10821,3605,6191,5428,4005,2136,3591,6540,8414,2022
,"Panamá, Panamá",10821,3231,5253,5969,5454,1173,3461,6447,6784,2022
,"Gurgaon, India",10774,7490,4427,6542,3410,722,3763,9157,5987,2022
,"Minsk, Bielorrusia",10765,3115,4015,4652,3279,1886,3022,4156,6437,2022
,"Odesa (Odesa), Ucrania",10726,3272,4645,5081,3194,1221,3651,6307,7900,2022
,"Moscú, Rusia",10557,4956,6233,6461,4220,2223,5108,5682,5583,2022
,"Bakú, Azerbaiyán",10486,2803,6914,4457,3160,1683,3763,7561,9140,2022
,"Estambul, Turquía",10478,2873,5246,6918,3114,1626,5227,6917,9302,2022
,"Belo Horizonte, Brasil",10445,2099,3623,6361,3250,2078,4323,5205,9850,2022
,"San Petersburgo, Rusia",10340,4077,6088,5941,3781,1795,4835,6215,6064,2022
,"Skopje, Macedonia del Norte",10327,3702,5292,5558,3490,1293,2811,8277,7630,2022
,"Shenzhen, China",10320,6896,6697,5957,5108,4403,3645,6239,8180,2022
,"Chennai, India",10291,4631,5943,7026,2608,1472,4753,7512,5322,2022
,"Lahore, Pakistán",10253,2442,6126,6300,2153,1413,3378,7862,6756,2022
,"Santiago de Chile, Chile",10207,3208,4236,6599,4564,1859,3699,7014,9021,2022
,"Noida, India",9897,6257,4203,6678,2921,640,4496,9243,5890,2022
,"Hong Kong, Hong Kong, China)",9842,6574,7808,6634,8071,4693,4256,6757,8364,2022
,"Hanói, Vietnam",9748,3067,6186,5710,3685,1727,2868,8942,7904,2022
,"Dnipró, Ucrania",9747,3274,4856,5226,2926,1081,3283,8075,6952,2022
,"Ciudad de Guatemala, Guatemala",9493,2437,3754,6190,4459,1484,4819,7238,9989,2022
,"Ekaterimburgo, Rusia",9372,5777,5275,5027,3323,951,3837,7644,2133,2022
,"Buenos Aires, Argentina",9366,2689,3693,6939,3525,3352,4815,5243,9828,2022
,"Calcuta, India",9300,4466,5345,5774,2599,998,6036,7833,6090,2022
,"Tirana, Albania",9049,3115,5610,4869,3868,1572,3993,8811,8643,2022
,"Casablanca, Marruecos",8930,3407,4441,4517,3659,1476,4809,8225,9808,2022
,"Ciudad de México, México",8808,3674,3093,6529,3741,1417,5245,8227,9237,2022
,"Bogotá, Colombia",8704,2610,3510,6473,2794,2349,5196,7042,9712,2022
,"Katmandú, Nepal",8631,2316,6308,5676,2987,2307,3687,9537,9264,2022
,"Novosibirsk, Rusia",8574,3835,5270,5581,3226,1234,4058,7170,1614,2022
,"Bangkok, Tailandia",8501,2977,5850,7708,5036,2679,4618,7728,5839,2022
,"Sao Paulo, Brasil",8392,2923,2980,5850,3751,1700,5049,7964,9904,2022
,"Karachi, Pakistán",8356,2916,4659,5690,2075,1514,4148,8997,7132,2022
,"Nairobi, Kenia",8327,2923,4106,6215,3588,2213,5662,7957,9979,2022
,"Delhi, India",8310,6044,4069,6686,2823,1594,5737,9052,5890,2022
,"Shanghái, China",8266,5300,6568,6164,5390,4381,4742,7650,8364,2022
,"Almaty, Kazajistán",8235,3355,3476,4759,3022,1211,3898,7845,5830,2022
,"El Cairo, Egipto",8201,2438,5022,4509,3239,1100,5021,9154,8845,2022
,"Lima, Perú",7881,2889,2983,5840,3460,1837,5004,8511,9769,2022
,"Beirut, Líbano",7643,1540,5313,6494,12047,1948,3982,9363,9474,2022
,"Caracas, Venezuela",7568,1587,1573,3838,4531,1591,3485,7399,9993,2022
,"Bombay, India",7562,4803,5482,6481,2933,3464,5465,8379,7148,2022
,"Ciudad Ho Chi Minh, Vietnam",6856,3087,4616,5984,3901,3058,3181,9235,6344,2022
,"Yakarta, Indonesia",6749,2532,4650,5676,4086,2304,5288,8442,6376,2022
,"Pekín, China",6518,5308,6664,6486,4953,5221,4461,8259,5764,2022
,"Río de Janeiro, Brasil",6406,1893,2243,4483,3667,2761,5109,6786,8822,2022
,"Colombo, Sri Lanka",6258,1858,5959,7205,3362,4845,6217,6041,5911,2022
,"Daca, Bangladés",5507,2381,3593,4016,3512,1748,5785,9350,7129,2022
,"Lagos, Nigeria",4938,830,3406,4627,3733,1271,6678,8985,6075,2022
,"Teherán, Irán",4626,1455,4514,5269,3147,4299,5306,8129,7099,2022
,"Manila, Filipinas",4313,2224,3561,6326,4077,3830,5402,8986,6123,2022
,"La Haya (Den Haag), Países Bajos",21713,12986,7883,8000,6267,592,2289,1919,9061,2023
,"Eindhoven, Países Bajos",20674,11869,7719,7764,6845,569,2436,2121,8538,2023
,"Viena, Austria",19958,11294,7315,7924,6185,1153,2454,1670,8177,2023
,"Canberra, Australia",19832,10100,7678,7756,8126,637,2730,1637,8272,2023
,"Zúrich, Suiza",19527,12289,8167,7410,12077,1122,3273,1778,8148,2023
,"Rotterdam, Países Bajos",19353,11065,6708,7869,6716,564,2582,2967,8789,2023
,"Luxemburgo, Luxemburgo",19329,11825,7132,7704,7461,1261,3000,1943,8262,2023
,"Helsinki, Finlandia",19106,10340,7519,7885,6887,1039,2826,1344,6279,2023
,"Adelaida, Australia",19051,9030,6894,7833,8108,663,2803,2147,9496,2023
,"Reikiavik, Islandia",18944,9260,7621,6785,8576,744,2049,1428,6881,2023
,"Copenhague, Dinamarca",18893,9699,7346,7802,8226,900,2850,2136,8374,2023
,"Ginebra, Suiza",18472,11287,7027,7275,10710,1213,2602,2452,8261,2023
,"Edimburgo, Reino Unido",18433,9631,6912,7880,6139,827,2936,2879,8401,2023
,"Ámsterdam, Países Bajos",18304,10173,6801,7228,7138,1032,2658,2846,8745,2023
,"Jacksonville, Florida, Estados Unidos",18184,14623,4293,7062,6993,285,3611,4159,8781,2023
,"Orlando Florida, Estados Unidos",18167,13884,4854,6278,7144,291,3658,3598,8723,2023
,"Tampa, Florida, Estados Unidos",18133,12784,5366,6637,7632,365,3720,3229,8467,2023
,"Múnich, Alemania",18066,10162,8120,7664,7308,1609,3290,2508,7598,2023
,"Melbourne, Australia",18026,11182,5600,7509,7787,816,4124,2604,9430,2023
,"Sídney, Australia",17965,11065,6612,7704,8146,1217,4356,2812,9707,2023
,"Portland, Oregon, Estados Unidos",17907,11830,4540,7318,8089,459,3278,3150,8956,2023
,"Mascate, Omán",17894,9002,7990,5939,4999,414,2069,3555,6722,2023
,"Brisbane, Australia",17894,10004,6454,7591,8246,1008,4078,2653,9807,2023
,"Abu Dabi, Emiratos Árabes Unidos",17889,11477,8875,7209,5594,500,2803,4538,4389,2023
,"Gotemburgo, Suecia",17873,10160,5336,6787,6217,877,2576,2057,7749,2023
,"Raleigh, Carolina del Norte, Estados Unidos",17867,11013,6170,6773,8006,606,3566,2909,8388,2023
,"Spokane, Washington, Estados Unidos",17832,11389,4446,6469,7270,276,2373,2372,6712,2023
,"Cambridge, Reino Unido",17805,9704,7076,7492,6977,1099,3430,3218,9137,2023
,"Perth, Australia",17802,9967,5833,7292,8039,728,3908,2583,9571,2023
,"Austin, Texas, Estados Unidos",17787,12831,5969,6760,7317,596,3499,4039,8208,2023
,"Glasgow, Reino Unido",17782,10770,5465,8237,6326,720,3275,3584,8478,2023
,"San Diego, California, Estados Unidos",17779,11831,5956,6888,8291,784,3467,3864,9708,2023
,"Charlotte, Carolina del Norte, Estados Unidos",17772,11737,5331,6953,7760,337,3683,3325,8405,2023
,"Kansas City, Missouri, Estados Unidos",17766,12357,4190,7391,6821,353,2841,3413,7508,2023
,"Columbus, Ohio, Estados Unidos",17748,12519,5279,6838,7305,668,2913,3233,7129,2023
,"Calgary, Canadá",17738,11711,6330,7500,7129,434,2989,2359,3309,2023
,"Albuquerque, Nuevo México, Estados Unidos",17725,15509,2850,6276,6814,377,2759,3317,6706,2023
,"San Antonio, Texas, Estados Unidos",17723,14052,5065,6744,6756,414,3244,4654,8058,2023
,"Seattle, Washington, Estados Unidos",17692,12617,4723,7219,9288,540,4271,3086,9173,2023
,"La ciudad de Quebec, Canadá",17669,10625,8389,7182,6786,895,3070,3208,4798,2023
,"Ottawa, Canadá",17667,10418,7171,7287,6819,733,3158,2234,4446,2023
,"Düsseldorf, Alemania",17661,10784,6460,7217,6809,1107,3114,3456,8637,2023
,"Dallas, Texas, Estados Unidos",17647,13696,4893,6622,7714,262,3562,4261,8185,2023
,"Milwaukee, Wisconsin, Estados Unidos",17626,15310,3291,6521,7128,424,3061,3175,6096,2023
,"Madison, Wisconsin, Estados Unidos",17611,9761,6563,7627,7192,735,2667,2339,5164,2023
,"Oklahoma City, Oklahoma, Estados Unidos",17568,9369,4965,7100,7072,361,2752,2468,7761,2023
,"Victoria, Canadá",17566,8787,6035,6692,7502,1250,3153,1726,9252,2023
,"Mineápolis, Estados Unidos",17565,13380,4471,7846,7488,479,3599,2673,4946,2023
,"Dubai, Emiratos Árabes Unidos",17564,12909,8365,6807,6532,359,3725,4959,5027,2023
,"Indianápolis, Indiana, Estados Unidos",17407,13319,4110,7365,7651,195,2954,4223,6992,2023
,"San José, California, Estados Unidos",17386,13909,5231,7186,8323,786,3879,4940,9553,2023
,"Cincinnati, Ohio, Estados Unidos",17335,11589,5185,6877,6439,264,2474,4411,7324,2023
,"Stuttgart, Alemania",17329,12175,6860,7109,6407,1109,3406,4597,8107,2023
,"Hamburgo, Alemania",17268,10625,5744,7404,7040,1131,3438,3030,8275,2023
,"Vancouver, Canadá",17241,9396,6042,7393,7174,1288,3663,2545,9115,2023
,"Wellington, Nueva Zelanda",17224,7458,6763,6686,7790,1293,3469,1897,9768,2023
,"Fráncfort del Óder, Alemania",17189,10798,5528,7519,7013,1317,2571,3633,8472,2023
,"Halifax, Canadá",17101,9326,5898,6814,6786,518,3055,2319,5899,2023
,"Auckland, Nueva Zelanda",17094,9786,5182,7171,7809,1069,3694,2869,9989,2023
,"Oslo, Noruega",17068,9522,6593,7767,9347,1114,3094,2322,5999,2023
,"Denver, Colorado, Estados Unidos",17044,13828,5471,6954,8167,353,3604,4363,5628,2023
,"Cork, Irlanda",17037,8845,6438,5585,6876,576,3538,2872,8978,2023
,"Pittsburgh, Pensilvania, Estados Unidos",17029,11889,6148,7558,7776,370,3853,4732,7213,2023
,"Belfast, Reino Unido",17016,8920,5457,7075,6180,737,3915,2740,9084,2023
,"Nashville, Tennessee, Estados Unidos",17005,11401,5325,6395,8190,394,3898,3571,8302,2023
,"Edmonton, Canadá",16974,11451,5412,7771,6947,307,2917,3046,3211,2023
,"Sacramento, California, Estados Unidos",16941,11445,5060,6837,8472,627,2701,4648,9064,2023
,"Regina, Canadá",16931,14617,4749,6583,6202,264,1700,3997,1428,2023
,"Boston, Massachusetts, Estados Unidos",16884,11115,6061,7454,8464,807,4498,3094,7173,2023
,"Valencia, España",16881,7128,6818,7983,5135,814,2875,4404,9384,2023
,"Mississauga, Canadá",16763,10542,5753,6982,6483,940,3788,2398,5872,2023
,"Salt Lake City, Utah, Estados Unidos",16701,13251,6629,7122,6583,358,3542,6288,6652,2023
,"Liubliana, Eslovenia",16687,6228,7824,6631,5410,1438,2732,2342,7611,2023
,"Tallin, Estonia",16686,6046,7534,7254,5957,1232,2649,2089,6428,2023
,"Leeds, Reino Unido",16665,10069,5718,8176,6201,1176,2986,4534,8459,2023
,"Baltimore, Maryland, Estados Unidos",16657,13519,2451,7730,7644,96,3115,5038,8124,2023
,"Split, Croacia",16647,5704,6775,6872,4556,1569,1613,3222,9626,2023
,"Kelowna, Canadá",16620,10231,3830,7493,6409,544,2961,2561,5965,2023
,"Rijeka, Croacia",16546,5078,7483,6462,4585,1194,1891,3563,9485,2023
,"Washington D. C., Estados Unidos",16543,12795,3990,6989,8377,546,4049,4016,8162,2023
,"Houston, Texas, Estados Unidos",16538,14426,3619,7196,6993,237,4190,5610,8553,2023
,"Atlanta, Georgia, Estados Unidos",16529,12655,3649,6964,7376,326,4169,4479,8973,2023
,"Tokio, Japón",16467,9000,7543,7988,7374,1256,4164,4300,8526,2023
,"Kaunas, Lituania",16435,6236,6171,7455,4819,1010,2355,2634,6894,2023
,"Vilna, Lituania",16432,5948,7237,7397,5165,1339,2733,2284,6659,2023
,"Brístol, Reino Unido",16431,9442,5827,7436,6562,1019,3017,4501,8851,2023
,"Estocolmo, Suecia",16337,9461,5389,6663,7081,1427,3520,1850,6967,2023
,"Anchorage, Alaska, Estados Unidos",16319,10355,3771,6117,8805,278,2675,1569,4161,2023
,"Madrid, España",16116,8571,6990,7996,5451,1116,3534,5141,8547,2023
,"Berlín, Alemania",16104,9805,5675,6805,6966,1139,3440,3900,8335,2023
,"Phoenix, Arizona, Estados Unidos",16024,14083,4640,6656,7402,242,3264,5655,5376,2023
,"Colonia, Alemania",15949,8891,5797,7310,6609,1077,3609,4074,8485,2023
,"Montreal, Canadá",15896,9897,6825,6349,6527,844,4013,3386,5237,2023
,"Praga, República Checa",15893,6989,7530,7472,5462,1926,3229,3388,8067,2023
,"Oporto, Portugal",15876,4958,6479,7590,4826,1341,2952,3453,9661,2023
,"Brno, República Checa",15843,7133,7386,7426,4855,1636,2607,4282,7817,2023
,"Qingdao, Shandong, China",15768,7585,9067,7748,3266,1976,2746,5355,7040,2023
,"Doha, Catar",15749,10103,8549,7376,5958,645,2979,5981,3603,2023
,"Zagreb, Croacia",15656,5651,7763,6351,5100,1422,3200,3352,8219,2023
,"Honolulu, Hawaii, Estados Unidos",15601,8312,5274,7253,10265,867,4119,3730,9533,2023
,"Birmingham, Reino Unido",15599,10792,3741,7226,5823,944,3317,4824,8766,2023
,"Amberes, Bélgica",15586,8944,5999,8100,6908,606,3780,5837,8542,2023
,"Singapur, Singapur",15424,9555,7075,7088,8591,1549,4138,3313,5745,2023
,"Filadelfia, Pensilvania, Estados Unidos",15421,12758,3505,6882,7930,425,4007,5347,7798,2023
,"Oakland, California, Estados Unidos",15275,9091,3259,7795,9013,924,3769,3919,9640,2023
,"Timisoara, Rumania",15267,5645,7560,7193,3674,1095,2352,5618,8205,2023
,"Mánchester, Reino Unido",15243,9619,4464,7914,6395,713,4046,5287,8695,2023
,"Lyon, Francia",15199,9256,4721,7835,7420,943,3589,5204,8851,2023
,"Las Vegas, Nevada, Estados Unidos",15195,11849,4484,5526,7270,339,2741,5211,5740,2023
,"Miami, Florida, Estados Unidos",15157,8920,4735,6369,8187,582,4308,3942,8569,2023
,"Tel Aviv-Yafo, Israel",15137,8095,7300,7438,8026,2049,3671,4752,9388,2023
,"Riad, Arabia Saudita",15091,10146,7319,6456,5355,330,3127,6392,4445,2023
,"Taipéi, Taiwán",15085,7816,8491,8644,5756,2947,3471,4947,8438,2023
,"Toronto, Canadá",14973,9097,5782,7561,7296,1291,4478,3749,6535,2023
,"Lisboa, Portugal",14861,4539,7039,7241,5148,1960,3550,3611,9859,2023
,"Chicago, Illinois, Estados Unidos",14851,12133,3392,6484,7902,344,4160,4921,6611,2023
,"Bursa, Turquía",14764,2623,7091,7944,3593,1176,3300,4404,9339,2023
,"Jeddah (Jiddah), Arabia Saudita",14722,8567,7192,5955,5241,345,3064,6731,6617,2023
,"Cluj-Napoca, Rumania",14652,5347,7747,6451,4134,1587,2959,4409,7435,2023
,"Riga, Letonia",14649,5429,6154,6097,5485,893,3133,3780,7470,2023
,"Bruselas, Bélgica",14602,9720,4540,7387,6882,666,3674,6171,8385,2023
,"Nicosia, Chipre",14528,6378,6951,5449,5573,665,2507,6104,8601,2023
,"Ciudad del Cabo, Sudáfrica",14527,7516,2639,6858,3720,692,4286,3912,9819,2023
,"Limasol, Chipre",14484,5266,6681,5136,6069,836,2000,5649,9574,2023
,"Bratislava, Eslovaquia",14469,6062,6935,5681,5040,1701,3101,3946,8072,2023
,"Nizhni Nóvgorod, Rusia",14368,4125,7127,7570,3795,1519,2759,3169,4551,2023
,"Hamilton, Canadá",14280,9120,4468,7875,6750,760,3303,5551,6106,2023
,"Barcelona, España",14244,7405,5015,7755,5874,1067,2967,6572,9573,2023
,"Gdansk, Polonia",14111,6675,6951,5015,3957,1455,2974,4830,7551,2023
,"San Francisco, California, Estados Unidos",14075,10403,3890,6391,9956,922,5100,5043,9726,2023
,"Durban, Sudáfrica",14018,7711,1901,5841,3696,343,2611,5283,9561,2023
,"Bolonia, Italia",13956,6432,5238,7744,6617,1062,3290,5854,8812,2023
,"Islamabad, Pakistán",13943,2802,6884,6423,1967,1066,3468,4134,7691,2023
,"Dublín, Irlanda",13892,7756,4786,5119,7706,992,4037,4101,8589,2023
,"Pretoria, Sudáfrica",13872,9290,1800,6611,3769,194,4551,5604,9583,2023
,"Poznan, Polonia",13809,6274,7177,5455,3776,1283,3121,5746,7741,2023
,"Curitiba, Brasil",13805,3761,3749,6677,3434,1469,3241,3197,9960,2023
,"Mangalore, India",13737,4010,7394,6181,2013,1000,3539,4931,6665,2023
,"Varna, Bulgaria",13669,5063,6331,6217,4011,918,2929,6090,8508,2023
,"Los Angeles, California, Estados Unidos",13665,11599,4781,6247,7873,727,6098,6727,9550,2023
,"Nueva York, Nueva York, Estados Unidos",13648,10000,5089,6232,10000,1025,4359,5760,7966,2023
,"Brasilia, Brasil",13616,4144,4013,5136,3772,1349,3013,3252,9897,2023
,"Detroit, Michigan, Estados Unidos",13543,11691,2588,6239,7397,140,4509,5984,6603,2023
,"Winnipeg, Canadá",13533,7955,4115,6837,6565,607,3116,3663,2467,2023
,"Breslavia, Polonia",13500,6025,7373,5668,4112,1253,3452,6130,7839,2023
,"Pune, India",13476,8446,5839,6704,2399,841,4374,7070,7432,2023
,"Varsovia, Polonia",13462,6258,7394,5979,4400,1444,3522,5957,7461,2023
,"Johannesburgo, Sudáfrica",13447,9451,1933,6061,4047,239,4073,6135,9138,2023
,"lódz, Polonia",13427,6209,5886,5634,3690,1053,3487,5484,7702,2023
,"Cracovia (Cracovia), Polonia",13297,6879,7423,5753,4115,1299,3094,7007,7386,2023
,"Turín, Italia",13273,6807,4790,6702,6117,818,2814,6816,8566,2023
,"Lviv, Ucrania",13182,4211,6099,6096,2618,1171,3206,4911,6961,2023
,"Londres, Reino Unido",13145,8811,4619,7016,7418,1600,4443,5810,8825,2023
,"Campinas, Brasil",13118,4255,3317,6127,3628,1103,2844,4653,9887,2023
,"Iasi, Rumania",13097,5124,6928,5633,3660,1140,3426,5828,7304,2023
,"Esmirna, Turquía",13085,2864,6855,7270,2912,1349,4030,5957,9688,2023
,"Novi Sad, Serbia",13020,4200,5908,5077,3724,1681,1847,5204,8402,2023
,"Montevideo, Uruguay",12976,4193,4422,6820,5926,1268,3784,4732,9804,2023
,"Ankara, Turquía",12859,3442,6051,6881,2872,862,3644,6562,9149,2023
,"Chiang Mai, Tailandia",12809,3215,7554,8406,3773,1402,2512,7668,7593,2023
,"Monterrey, México",12774,5548,5174,6885,4224,755,3168,7055,8037,2023
,"Coimbatore, India",12766,5002,5997,6810,2128,768,4724,6326,7810,2023
,"Budapest, Hungría",12711,5516,6522,5261,4534,1483,3904,5380,7841,2023
,"Guadalajara, México",12709,4769,3727,7971,3741,793,4156,6150,9283,2023
,"Bangalore, India",12704,9596,4540,6605,2572,614,5270,8279,8939,2023
,"Seúl, Corea del Sur",12704,8092,7527,8263,7888,3080,4230,5848,6839,2023
,"Sarja, Emiratos Árabes Unidos",12640,4193,8407,5972,4701,645,5474,4832,4335,2023
,"Astana (Nur-Sultan), Kazajistán",12466,4734,6610,6733,2937,771,3233,5179,2126,2023
,"Sofía, Bulgaria",12439,5794,5807,5744,4617,1033,3043,6895,7601,2023
,"Kuala Lumpur, Malasia",12336,8458,3701,6807,3874,649,4145,6595,5655,2023
,"Sarajevo, Bosnia y Herzegovina",12298,5345,5411,5839,3861,1184,2830,6752,7818,2023
,"París, Francia",12265,7786,4308,7911,7606,2019,4150,6389,8839,2023
,"Medellín, Colombia",12193,3445,4482,7856,2489,1536,3850,6275,9976,2023
,"Bucarest, Rumania",11919,5549,7179,5484,4321,1082,4102,7557,7561,2023
,"Hyderabad, India",11871,5639,5680,6492,2513,832,4210,7628,7354,2023
,"Ciudad de Kuwait, Kuwait",11844,8298,6959,5999,4747,1356,3218,6884,2022,2023
,"Ereván, Armenia",11776,2609,7810,5563,4166,1656,3103,5830,6342,2023
